,Arts & Entertainment,College & University,Event,Food,Nightlife Spot,Outdoors & Recreation,Professional & Other Places,Residence,Shop & Service,Travel & Transport,Cluster,Station,Latitude,Longitude
0,0.08333333333333333,0.06666666666666667,0.0,0.10126582278481013,0.02631578947368421,0.09090909090909091,0.12195121951219512,0.09090909090909091,0.3773584905660377,0.06349206349206349,0,Adarsh Nagar,28.714400800000003,77.1672884
1,0.16666666666666666,0.06666666666666667,0.0,0.06329113924050633,0.02631578947368421,0.2727272727272727,0.04878048780487805,0.2727272727272727,0.05660377358490566,0.047619047619047616,0,Ghitorni,28.493751,77.1491866
4,0.0,0.06666666666666667,0.0,0.02531645569620253,0.0,0.09090909090909091,0.0975609756097561,0.09090909090909091,0.24528301886792453,0.047619047619047616,0,Jahangirpuri,28.7259717,77.162658
6,0.0,0.0,0.0,0.02531645569620253,0.0,0.0,0.0975609756097561,0.0,0.20754716981132074,0.047619047619047616,0,Samaypur Badli,28.7446158,77.13826540000002
9,0.0,0.0,0.0,0.02531645569620253,0.0,0.18181818181818182,0.07317073170731708,0.09090909090909091,0.1509433962264151,0.047619047619047616,0,Rohini Sector 18,28.7383477,77.1398323
13,0.0,0.06666666666666667,0.0,0.05063291139240506,0.02631578947368421,0.18181818181818182,0.0975609756097561,0.18181818181818182,0.1509433962264151,0.06349206349206349,0,Haiderpur,28.7301214,77.14940289658405
27,0.25,0.2,0.0,0.05063291139240506,0.05263157894736842,0.2727272727272727,0.0975609756097561,0.09090909090909091,0.11320754716981132,0.031746031746031744,0,Vidhan Sabha,28.6863222,77.2217271
28,0.0,0.0,0.0,0.012658227848101266,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0,Sultanpur,28.4616582,76.8700852
29,0.16666666666666666,0.06666666666666667,0.0,0.02531645569620253,0.0,0.18181818181818182,0.14634146341463417,0.0,0.07547169811320754,0.047619047619047616,0,Arjan Garh,28.4807352,77.1257622
34,0.0,0.06666666666666667,0.0,0.08860759493670886,0.0,0.36363636363636365,0.07317073170731708,0.18181818181818182,0.16981132075471697,0.06349206349206349,0,Azadpur,28.7076568,77.1755473
35,0.3333333333333333,0.13333333333333333,0.0,0.05063291139240506,0.02631578947368421,0.36363636363636365,0.0975609756097561,0.0,0.1509433962264151,0.047619047619047616,0,Major Mohit Sharma,28.6776112,77.3581426
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Hindon,28.878965,77.41548320000003
